Longitude,Latitude,HouseAge,Population,MedInc,MedianHouseValue,AveBedrms,AveRooms,AveOccup
-121.99,37.54,18,1673,3.9444,2.401,1.081694402,5.422087746,2.531013616
-121.99,37.54,28,1772,5.3283,2.279,0.98255814,5.903100775,3.434108527
-121.99,37.55,28,1106,4.8403,2.686,0.91611479,5.328918322,2.441501104
-122,37.54,29,2023,5.1616,2.751,0.993324433,5.518024032,2.700934579
-122.01,37.55,34,1276,4.9167,2.563,1.057692308,5.963675214,2.726495726
-122,37.55,27,3026,4.1591,3.324,1.101410935,5.381834215,2.668430335
-122.01,37.54,32,1128,5,2.876,1.027848101,6.511392405,2.855696203
-122,37.54,26,852,5.8325,2.989,1.039215686,5.350140056,2.386554622
-122.01,37.53,27,889,5.7057,2.876,0.964968153,6.01910828,2.831210191
-121.99,37.53,25,2831,5.0423,2.222,1.017334778,5.855904659,3.067172264
-121.97,37.52,26,1776,4.5317,2.326,1.016313214,6.135399674,2.897226754
-121.97,37.51,25,1671,5.4359,2.583,1.013888889,6.613095238,3.31547619
-121.97,37.52,23,2530,5.0824,2.309,1.060402685,5.508948546,2.829977629
-121.95,37.52,33,2721,5.2308,1.969,1.001310616,5.234600262,3.566186107
-121.96,37.51,22,3215,4.4107,2.235,1.035911602,5.350828729,2.960405157
-121.96,37.52,26,2352,5.2396,2.239,1.009536785,5.737057221,3.204359673
-121.93,37.53,27,2855,4.7478,2.435,1.013541667,5.7625,2.973958333
-121.92,37.53,7,12203,8.4045,4.511,1.044042151,7.635233721,3.297216968
-121.89,37.49,9,1981,9.7194,5.00001,0.976311337,8.306260575,3.351945854
-121.92,37.49,10,3571,5.1643,1.931,1.083219645,5.075716235,2.435879945
-121.92,37.48,23,1972,5.3813,2.644,1.085072231,6.924558587,3.165329053
-121.92,37.47,26,1105,6.0878,2.469,0.901960784,5.647058824,3.095238095
-121.91,37.47,13,2759,6.868,3.373,0.978947368,7.075,3.630263158
-122.03,37.55,22,4319,6.992,2.848,0.977920228,6.529202279,3.076210826
-122.03,37.55,26,1597,4.9118,2.173,1.101449275,6.391304348,3.306418219
-122.04,37.55,23,1446,4.4357,2.917,1.033009709,6.155339806,2.80776699
-122.04,37.54,26,1285,4.9464,2.238,0.978779841,5.689655172,3.408488064
-122.05,37.54,25,2568,5.2882,2.231,1.039829303,5.987197724,3.652916074
-122.05,37.55,23,2357,5.1321,2.113,1.014580802,5.160388821,2.863912515
-122.04,37.53,25,2998,3.9667,2.185,1.035955056,5.008988764,3.368539326
-122.04,37.5,17,307,3.1696,1.563,0.97,4.07,3.07
-122.06,37.54,20,3526,5.0838,2.482,1.00754717,6.116037736,3.326415094
-122.03,37.54,35,1213,4.8214,1.86,1.014792899,5.523668639,3.588757396
-122.03,37.54,6,1911,4.1406,1.782,1.051643192,4.566510172,2.990610329
-122.04,37.53,34,1524,3.7364,1.904,1.023554604,4.959314775,3.263383298
-122.02,37.54,31,719,3.535,2.103,1.118644068,5.254237288,3.046610169
-122.03,37.54,16,3038,5.0739,2.08,0.983908046,5.124137931,3.491954023
-122.03,37.53,18,1268,3.256,1.833,1.081683168,4.321782178,3.138613861
-122.01,37.53,19,2346,6.0667,2.457,1.004231312,6.448519041,3.308885755
-122.02,37.53,21,2216,5.7072,2.422,0.98825257,6.284875184,3.254038179
-122,37.51,7,3223,4.9867,1.817,1.056231003,4.82674772,2.449088146
-121.92,37.72,4,2937,5.1437,2.994,1.046480744,4.964807437,1.950199203
-121.92,37.72,22,2302,5.347,2.195,1.042212518,6.751091703,3.350800582
-121.91,37.71,25,2038,5.7233,2.318,0.995529061,6.523099851,3.037257824
-121.93,37.72,26,1935,4.4697,2.213,0.992211838,5.943925234,3.014018692
-121.93,37.72,26,1453,4.9107,2.138,1.033783784,6.31981982,3.272522523
-121.93,37.71,26,2288,4.2281,2.06,1.049689441,5.990062112,2.842236025
-121.94,37.71,15,2484,5.0143,2.711,1.058762887,6.673195876,2.560824742
-121.96,37.71,6,3386,7.2494,3.365,0.988700565,7.600753296,3.188323917
-121.92,37.64,46,512,5.1406,3.156,1.004807692,6.153846154,2.461538462
-121.93,37.66,24,1081,8.3337,5.00001,1.06,7.915,2.7025
-121.92,37.69,13,1590,7.316,2.854,0.992844365,6.694096601,2.844364937
-121.9,37.66,18,3126,6.4994,3.23,1.019730942,6.634080717,2.803587444
-121.92,37.68,23,706,7.2211,2.919,1.01826484,7.557077626,3.223744292
-121.93,37.7,3,793,4.4087,2.256,1.276315789,5.385964912,1.739035088
-121.91,37.69,23,926,5.9345,2.596,1.030100334,7.287625418,3.096989967
-121.91,37.68,20,831,6.177,2.629,0.976923077,6.938461538,3.196153846
-121.91,37.68,18,1700,5.817,2.573,1.051923077,6.982692308,3.269230769
-121.91,37.69,18,1395,6.3132,2.592,0.990632319,6.735362998,3.266978923
-121.89,37.68,12,3329,6.3373,3.397,1.0625,6.593309859,2.930457746
-121.88,37.68,23,854,7.333,3.372,0.944055944,7.811188811,2.986013986
-121.89,37.68,22,734,6.2918,3.341,0.975510204,7.746938776,2.995918367
-121.88,37.67,16,1543,6.5214,3.115,1.081455806,7.05372617,2.674176776
-121.88,37.67,25,937,6.4524,2.969,0.929012346,6.925925926,2.891975309
-121.89,37.67,20,1181,6.0604,2.479,0.993670886,6.219409283,2.491561181
-121.89,37.67,19,852,6.5285,3.004,0.976271186,6.894915254,2.888135593
-121.9,37.67,15,876,7.2639,3.324,0.957894737,7.473684211,3.073684211
-121.9,37.67,7,3926,7.4353,3.898,1.052888527,7.762408462,3.194467046
-121.88,37.66,29,1360,3.1127,2.33,1.059190031,4.208722741,2.118380062
-121.87,37.66,39,161,2.4896,2.385,1.137254902,5.117647059,1.578431373
-121.87,37.66,52,315,5.0677,2.333,1.089430894,6.300813008,2.56097561
-121.89,37.66,3,769,2.1187,2.313,1.006507592,3.394793926,1.668112798
-121.88,37.64,20,514,10.9506,4.758,1.069767442,7.610465116,2.988372093
-121.87,37.57,13,2444,7.0691,3.932,1.00969697,6.68969697,2.962424242
-121.87,37.67,10,1813,5.5,2.472,1.076716016,5.837146703,2.440107672
-121.87,37.67,28,853,4.9879,2.294,1.057553957,6.517985612,3.068345324
-121.85,37.68,4,1895,6.8132,2.825,0.998652291,6.359838275,2.553908356
-121.85,37.66,14,1833,5.6399,3.006,1.057315234,6.389140271,2.764705882
-121.86,37.66,22,1699,4.1597,2.932,1.0375,5.678125,2.6546875
-121.87,37.66,27,583,5.7519,2.785,1.130841121,7.331775701,2.724299065
-121.84,37.66,13,4847,5.6417,3.529,1.063589744,6.76,2.485641026
-121.85,37.72,43,83,10.3203,4,0.952380952,5.428571429,1.976190476
-121.82,37.73,47,51,4.3472,3.75,1.095238095,6.047619048,2.428571429
-121.86,37.7,13,4389,6.6827,3.137,0.966211359,6.916606758,3.155283968
-121.89,37.69,4,2649,3.62,1.393,1.216760677,4.962933118,2.134568896
-121.77,37.65,16,1952,7.3588,3.275,0.961805556,7.447916667,3.388888889
-121.62,37.61,26,771,5.7239,4.306,1.096774194,6.401433692,2.76344086
-121.61,37.77,32,144,4.2083,1.25,1.275862069,6.965517241,2.482758621
-121.72,37.7,17,729,6.1023,4.5,1.396825397,6.630952381,2.892857143
-121.73,37.71,12,2595,3.9864,2.002,0.983130272,5.255857545,2.432052484
-121.75,37.71,11,5826,4.8624,1.924,1.044705882,5.68,2.741647059
-121.77,37.74,25,254,9.1531,4.188,0.952941176,5.811764706,2.988235294
-121.8,37.7,22,2474,4.7361,2.168,1.036263736,6.08021978,2.718681319
-121.8,37.69,17,2222,5.4324,2.155,0.965256798,5.975830816,3.356495468
-121.82,37.69,12,802,4.9375,2.277,1.10031348,5.97492163,2.514106583
-121.76,37.69,29,1919,3.3841,1.844,1.002820874,4.84203103,2.706629055
-121.77,37.68,36,950,3.5532,1.584,1,4.534946237,2.553763441
-121.78,37.69,34,1157,3.3618,1.746,1.080260304,5.114967462,2.509761388
-121.78,37.69,35,1761,4.3533,1.684,1.027972028,4.987762238,3.078671329
-121.79,37.69,25,3200,4.5357,1.884,1.033428844,6.013371538,3.05635148
-121.76,37.7,9,1705,5.7068,2.567,1.083946981,5.861561119,2.511045655
-121.75,37.69,26,1422,3.7212,1.838,1.026819923,5.070881226,2.724137931
-121.75,37.68,35,702,5.2443,1.834,1.136882129,6.673003802,2.669201521
-121.76,37.68,35,1189,4.2361,1.775,1.022922636,5.340974212,3.406876791
-121.76,37.68,32,555,3.1856,1.869,1.050761421,5.472081218,2.817258883
-121.73,37.68,17,8768,5.4496,2.389,1.060734892,6.180989979,2.662617674
-121.78,37.68,17,1392,3.0222,1.725,1.282352941,4.576470588,2.047058824
-121.77,37.68,44,277,2.6667,1.792,1.027522936,4.541284404,2.541284404
-121.76,37.68,52,929,3.7301,2.044,0.997613365,5.14797136,2.217183771
-121.77,37.68,41,629,4.6806,2.094,1.038194444,5.211805556,2.184027778
-121.77,37.67,20,3489,5.7907,2.642,0.966640191,6.408260524,2.771247021
-121.76,37.67,6,1225,6.3705,3.5,1.106837607,6.459401709,2.617521368
-121.78,37.67,26,1024,5.2649,1.998,1.07165109,6.887850467,3.190031153
-121.79,37.67,26,947,6.0797,2.11,0.979768786,6.251445087,2.73699422
-121.78,37.67,28,804,4.8571,2.011,1.033457249,6.591078067,2.988847584
-121.78,37.66,25,900,3.8523,1.93,1.18079096,5.5,2.542372881
-121.79,37.66,22,6693,5.98,2.45,0.990143369,6.586469534,2.998655914
-119.78,38.69,17,338,2.45,1.176,1.855263158,8.973684211,2.223684211
-119.93,38.72,15,573,2.2417,0.979,2.37244898,10.51530612,2.923469388
-120,38.52,16,202,3.15,1.406,5.323529412,29.85294118,1.980392157
-120.56,38.48,14,946,3.4609,1.209,1.708029197,8.625304136,2.301703163
-120.59,38.45,13,1091,3,1.19,1.197424893,6.317596567,2.341201717
-120.55,38.46,16,435,3.2031,1.292,1.375690608,7.972375691,2.403314917
-120.55,38.45,17,767,2.5208,0.991,1.331460674,6.396067416,2.154494382
-120.55,38.43,18,618,2.3549,1.089,1.288808664,5.646209386,2.231046931
-120.25,38.55,15,1103,3.0125,1.117,2.057736721,10.16859122,2.547344111
-120.79,38.54,34,495,2.05,0.689,1.35828877,6.058823529,2.647058824
-120.8,38.51,23,369,3.125,0.964,1.242038217,6.375796178,2.350318471
-120.65,38.5,10,638,2.65,1.167,1.286259542,6.805343511,2.435114504
-120.76,38.47,17,607,3.5,1.238,1.2875,6.3375,2.529166667
-120.88,38.45,25,657,2.5476,0.979,1.03125,4.770833333,2.28125
-120.79,38.43,40,546,3.9107,1.298,1.14953271,6.5,2.551401869
-120.69,38.44,13,597,4.2917,1.213,1.162280702,6.460526316,2.618421053
-120.93,38.5,15,529,3.3393,1.072,1.083333333,5.777777778,2.449074074
-120.97,38.42,16,4930,4.3029,1.219,1.12195122,6.090592334,17.17770035
-120.87,38.37,28,1614,2.8125,1.134,1.095988539,5.727793696,2.312320917
-120.98,38.34,27,1793,3.5508,0.991,1.088333333,5.785,2.988333333
-120.88,38.32,18,1187,3.2589,1.03,1.123287671,6.372146119,2.710045662
-120.93,38.26,13,834,3.2937,1.142,1.472131148,6.832786885,2.73442623
-120.72,38.42,17,2237,3.0465,1.441,1.138509969,5.932843652,2.347324239
-120.77,38.38,15,1737,2.3125,1.286,1.098250336,5.68102288,2.33781965
-120.72,38.38,9,806,2.525,1.572,1.133986928,5.839869281,2.633986928
-120.66,38.4,18,985,3.175,1.185,1.102362205,5.627296588,2.585301837
-120.65,38.42,23,730,2.6078,1.167,1.142322097,5.760299625,2.734082397
-120.62,38.39,15,1444,2.7399,1.348,1.145936982,6.218905473,2.394693201
-120.69,38.36,19,1252,2.7236,1.099,1.084805654,5.772084806,2.212014134
-120.71,38.34,16,559,4.4531,1.443,1.084507042,5.901408451,2.624413146
-120.8,38.31,37,533,3.2135,1.236,1.05785124,5.541322314,2.202479339
-121.83,39.76,12,4644,3.1142,1.126,1.082253521,5.538591549,2.616338028
-121.82,39.76,23,2710,3.0068,1.073,0.971279373,5.230635335,2.358572672
-121.86,39.78,12,3628,3.0905,1.178,1.0562249,5.12248996,2.428380187
-121.85,39.77,17,2446,1.9362,0.899,0.981651376,4.397831526,2.040033361
-121.84,39.76,14,1215,2.3155,1.023,1.131386861,4.290145985,2.217153285
-121.86,39.76,19,4030,2.0094,0.873,1.070785843,4.351529694,2.417516497
-121.89,39.76,15,4591,3.07,1.426,0.975865687,5.385624344,2.408709339
-121.88,39.74,12,7517,1.6785,1.531,1.011036174,4.485285101,2.30441447
-121.87,39.75,22,822,3.6625,1.266,0.996632997,5.747474747,2.767676768
-121.86,39.75,18,856,3.5046,1.183,1.054607509,5.634812287,2.921501706
-121.87,39.74,7,747,3.9,1.47,1.094339623,6.554716981,2.818867925
-121.85,39.75,39,267,1.8095,0.781,0.984496124,4.403100775,2.069767442
-121.85,39.74,39,623,2.2833,0.858,1.003787879,4.314393939,2.359848485
-121.85,39.74,41,1426,1.5633,0.845,1.090189873,4.590189873,2.256329114
-121.85,39.73,52,1107,3.4191,1.375,0.816326531,4.530612245,11.29591837
-121.85,39.73,17,2469,0.9393,0.889,1.091029024,4.518469657,3.257255937
-121.86,39.74,13,1571,1.1019,1.202,1.075255102,4.456632653,2.003826531
-121.84,39.75,29,2053,1.7284,0.745,1.053,4.362,2.053
-121.84,39.74,43,1181,2.2621,0.851,1.069642857,5.314285714,2.108928571
-121.83,39.74,34,1290,2.575,1.303,1.016835017,5.493265993,2.171717172
-121.8,39.75,28,1011,4.3309,1.252,1.010695187,6.820855615,2.703208556
-121.82,39.75,29,3316,3.0253,1.114,1.007326007,5.673260073,2.429304029
-121.82,39.75,37,974,3.2016,0.97,0.981530343,5.899736148,2.569920844
-121.8,39.75,11,3264,3.1125,1.226,1.071993671,5.705696203,2.582278481
-121.79,39.73,8,2887,3.0625,1.163,1.103992572,5.283194058,2.680594243
-121.78,39.71,8,84,2.125,1.792,0.965517241,4.827586207,2.896551724
-121.82,39.73,44,1371,2.2925,0.858,1.052715655,4.669329073,2.190095847
-121.84,39.73,52,379,1.6797,0.948,0.987012987,4.396103896,2.461038961
-121.84,39.73,52,311,1.5481,2,1,5.02,3.11
-121.84,39.73,52,520,0.987,1.125,1.171717172,4.328282828,2.626262626
-121.84,39.72,52,802,0.9566,0.69,1.137426901,4.260233918,2.34502924
-121.84,39.73,52,513,1.3672,0.55,1.179372197,4.291479821,2.30044843
-121.83,39.73,52,753,2.0064,0.779,1.063660477,4.618037135,1.99734748
-121.85,39.72,18,5022,1.6911,0.988,1.022965879,4.771653543,3.295275591
-121.83,39.72,52,974,1.6827,0.787,1.096605744,4.934725849,2.54308094
-121.81,39.7,21,2948,1.5863,0.813,1.075510204,5.154081633,3.008163265
-121.82,39.73,33,1160,1.7426,0.603,1.151447661,4.993318486,2.583518931
-121.82,39.72,42,1879,1.5064,0.663,1.022091311,4.385861561,2.76730486
-121.81,39.71,18,708,2.0288,1.167,0.889679715,4.348754448,2.519572954
-121.87,39.82,11,2456,4.5032,1.597,1.018518519,6.3,3.032098765
-121.89,39.71,26,1217,3.7007,1.392,1.032036613,6.272311213,2.784897025
-121.97,39.79,16,904,3.5735,0.896,1.045454545,5.08041958,3.160839161
-121.84,39.68,38,275,3.5375,1.531,1.117021277,5.840425532,2.925531915
-121.8,39.64,25,1109,2.8306,0.875,1.047146402,5.464019851,2.751861042
-121.77,39.66,20,1705,4.712,1.586,1.015,6.265,2.841666667
-121.74,39.59,24,726,2.3833,0.951,1.025735294,5.643382353,2.669117647
-121.9,39.59,20,745,3.0625,0.938,1.112,5.86,2.98
-121.75,39.88,16,1203,2.7143,0.953,1.244988864,6.385300668,2.679287305
-121.68,39.82,15,1786,3.5189,1.413,1.027472527,5.489010989,2.453296703
-121.54,40.06,17,47,2.4028,0.675,9.703703704,31.77777778,1.740740741
-121.51,39.97,22,611,2.3036,0.73,1.212765957,6.246808511,2.6
-121.59,39.86,14,665,2.8657,1.196,1.030651341,5.850574713,2.54789272
-121.58,39.83,16,1904,2.2419,0.932,1.113300493,5.653940887,2.344827586
-121.6,39.8,10,721,2.4537,1.179,0.983974359,5.583333333,2.310897436
-121.62,39.79,11,1456,2.5374,0.972,1.104863222,5.828267477,2.212765957
-121.59,39.82,12,875,2.3507,0.976,1.042372881,5.531073446,2.471751412
-121.6,39.83,12,1532,2.3079,0.953,1.059090909,5.672727273,2.321212121
-121.63,39.82,11,1610,2.6147,1.077,1.146687697,6.268138801,2.539432177
-121.6,39.79,18,1151,2.567,1.029,1.001879699,5.022556391,2.163533835
-121.59,39.79,20,395,1.625,0.883,1.017857143,4.422619048,2.351190476
-121.59,39.78,16,1063,1.4048,0.865,1.049723757,5.071823204,1.957642726
-121.59,39.78,18,385,2.1838,0.58,0.990338164,4.565217391,1.859903382
-121.6,39.77,26,699,1.875,0.84,1.158783784,5.077702703,2.361486486
-121.61,39.77,25,837,2.963,0.895,1.0330033,5.320132013,2.762376238
-121.63,39.78,28,770,2.6823,0.934,1.058252427,5.427184466,2.491909385
-121.57,39.8,23,365,2.1912,1.152,0.901315789,5.197368421,2.401315789
-121.57,39.78,18,952,2.0458,1.057,1.043181818,5.047727273,2.163636364
-121.59,39.77,24,664,2.3068,0.973,1.010989011,5.622710623,2.432234432
-121.58,39.79,19,1184,2.7863,1.086,1.124731183,5.668817204,2.546236559
-121.57,39.76,20,557,2.0882,1.049,1.107758621,5.965517241,2.400862069
-121.58,39.76,19,1110,3.1061,1.102,1.070640177,5.490066225,2.450331126
-121.58,39.76,18,733,1.7875,1.038,1.044025157,5.270440252,2.305031447
-121.59,39.75,20,481,2.2,0.808,0.976303318,4.303317536,2.279620853
-121.6,39.77,23,1138,2.3403,0.873,1.092307692,4.973626374,2.501098901
-121.6,39.76,22,1157,1.8245,0.855,1,4.401079137,2.080935252
-121.61,39.76,31,1026,2.5428,0.85,1.199063232,5.693208431,2.402810304
-121.62,39.77,23,788,1.8125,0.935,1.019498607,4.899721448,2.194986072
-121.65,39.76,31,794,3,0.967,1.04950495,5.277227723,2.620462046
-121.63,39.76,22,1151,2.8182,1.097,0.983673469,5.302040816,2.348979592
-121.62,39.76,14,934,1.7788,0.858,1.056710775,3.899810964,1.765595463
-121.62,39.75,20,523,1.0625,0.928,1.011627907,4.546511628,2.027131783
-121.63,39.75,37,569,1.8616,0.705,1.151750973,5.042801556,2.214007782
-121.64,39.74,20,763,2.3711,1.218,0.997014925,5.397014925,2.27761194
-121.71,39.71,17,1174,3.066,1.026,1.081712062,5.346303502,2.284046693
-121.66,39.66,17,1763,2.9625,1.012,1.068515498,5.712887439,2.876019576
-121.56,39.69,8,1163,3.13,1.683,1.01953125,5.5390625,2.271484375
-121.57,39.74,17,705,2.4623,1.261,1.024561404,5.680701754,2.473684211
-121.59,39.74,17,750,2.3798,0.838,0.959302326,4.784883721,2.180232558
-121.6,39.75,19,984,1.9766,0.926,1.184368737,5.78757515,1.971943888
-121.6,39.68,15,844,2.3958,1.112,1.045454545,5.081818182,2.557575758
-121.5,39.83,15,893,1.6948,0.875,1.221556886,5.676646707,2.673652695
-121.41,39.72,17,730,2.3895,0.875,1.081699346,5.173202614,2.385620915
-121.39,39.61,22,986,2.8871,0.947,1.560102302,7.232736573,2.52173913
-121.24,39.65,35,221,2.3684,0.625,1.450980392,6.196078431,2.166666667
-121.19,39.55,17,481,1.4896,0.833,1.345971564,7.028436019,2.279620853
-121.36,39.52,15,1229,2.3917,0.857,1.060362173,5.010060362,2.472837022
-121.56,39.52,9,358,1.7708,0.795,1,4.152284264,1.817258883
-121.56,39.52,26,945,1.7308,0.536,1.080604534,4.929471033,2.380352645
-121.56,39.53,12,1861,1.5771,0.652,1.014457831,4.175903614,4.484337349
-121.54,39.6,15,576,2.1467,0.841,0.995121951,4.32195122,2.809756098
-121.46,39.54,14,1822,2.9562,1.423,1.088139282,6.038084875,1.982589771
-121.49,39.52,25,436,3.9028,0.938,0.987096774,5.470967742,2.812903226
-121.44,39.5,26,790,3.0446,0.908,1.113013699,5.657534247,2.705479452
-121.47,39.49,17,553,3.2174,0.918,1.052173913,6.756521739,2.404347826
-121.47,39.51,19,1304,2.6921,0.975,1.047775947,6.128500824,2.148270181
-121.53,39.53,35,683,4.5156,0.912,0.993220339,6.122033898,2.315254237
-121.53,39.52,30,448,2.4821,0.738,1.012578616,6.477987421,2.817610063
-121.53,39.52,24,471,2.9688,0.864,0.994623656,5.52688172,2.532258065
-121.54,39.51,33,1887,2.502,0.621,0.989542484,4.68627451,2.466666667
-121.52,39.51,30,1688,2.334,0.722,1.060869565,5.365217391,2.935652174
-121.55,39.51,39,684,2.0357,0.576,1.138709677,5.003225806,2.206451613
-121.55,39.51,48,396,0.8024,0.583,1.229813665,5.136645963,2.459627329
-121.55,39.51,50,485,1.1607,0.517,1.107692308,4.038461538,1.865384615
-121.56,39.51,47,603,1.3654,0.579,1.289473684,5.6,3.173684211
-121.56,39.51,46,871,1.6352,0.531,1.109510086,5.432276657,2.510086455
-121.57,39.5,31,1073,1.5714,0.561,1.075688073,4.639908257,2.461009174
-121.58,39.52,25,1384,1.9956,0.58,1.022964509,5.029227557,2.889352818
-121.58,39.51,24,1087,1.6389,0.567,0.966233766,4.844155844,2.823376623
-121.58,39.5,29,925,2.1658,0.576,1.136498516,5.777448071,2.744807122
-121.62,39.5,18,974,1.6346,0.633,1.080519481,5.467532468,2.52987013
-121.61,39.52,24,909,1.8661,0.598,1.003095975,4.984520124,2.814241486
-121.65,39.53,23,640,1.4833,0.652,1.124567474,4.799307958,2.214532872
-121.57,39.48,15,145,0.8252,0.425,1.35,5.05,3.625
-121.55,39.5,26,2041,1.0585,0.451,1.122116689,4.362279512,2.769335142
-121.54,39.5,38,779,1.3289,0.394,1.127272727,5.229090909,2.832727273
-121.53,39.49,19,617,1.5313,0.503,1.200729927,5.609489051,2.251824818
-121.54,39.48,29,1809,1.8047,0.538,0.965964344,4.693679092,2.931928687
-121.54,39.47,14,939,2.4952,0.539,1.043046358,5.708609272,3.109271523
-121.55,39.48,41,284,2.2045,0.418,1.188888889,5.122222222,3.155555556
-121.49,39.49,20,1174,2.9965,0.889,1.090909091,5.839160839,2.736596737
-121.52,39.5,33,569,3.2833,0.826,1.043290043,6.329004329,2.463203463
-121.52,39.49,30,677,2.6563,0.636,1.021459227,5.223175966,2.905579399
-121.52,39.48,21,1364,2.0455,0.594,1.055555556,5.615384615,2.914529915
-121.55,39.45,18,1185,1.3611,0.606,1.101052632,4.795789474,2.494736842
-121.53,39.44,26,662,2.6071,0.571,1.066945607,5.606694561,2.769874477
-121.55,39.44,31,811,1.7727,0.49,0.979238754,4.961937716,2.806228374
-121.52,39.43,15,1079,2.3566,0.804,1.040106952,5.665775401,2.885026738
-121.46,39.4,17,1970,2.425,0.962,1.101949025,5.485757121,2.953523238
-121.39,39.39,52,121,3.0208,0.6,0.918918919,5.108108108,3.27027027
-121.54,39.33,27,359,2.5313,0.613,1.086956522,5.217391304,2.601449275
-121.59,39.39,22,1284,2.1776,0.738,1.043290043,5.443722944,2.779220779
-121.67,39.37,27,1241,1.9943,0.863,1,5.177290837,2.472111554
-121.65,39.35,24,1098,1.7552,0.864,1.105726872,4.418502203,4.837004405
-121.67,39.34,22,537,2.6607,0.846,1.197860963,6.50802139,2.871657754
-121.65,39.32,40,374,2.7891,0.735,1.084507042,5.718309859,2.633802817
-121.69,39.36,29,1170,2.3224,0.562,1.10046729,5.186915888,2.73364486
-121.7,39.37,32,911,1.7885,0.57,1.021917808,5.073972603,2.495890411
-121.7,39.36,46,523,1.91,0.639,1.004132231,5,2.161157025
-121.7,39.36,37,1505,2.0474,0.56,1.053191489,4.957446809,3.20212766
-121.69,39.36,34,635,1.8355,0.63,1.127272727,5.103030303,3.848484848
-121.74,39.38,27,1100,2.3243,0.855,1.063569682,6.347188264,2.689486553
-121.8,39.33,30,501,2.5259,0.813,1.037837838,5.508108108,2.708108108
-121.71,39.42,21,862,2.2813,0.576,1.032727273,5.207272727,3.134545455
-121.71,39.41,22,941,2.1728,0.594,1.058823529,5.616099071,2.913312693
-121.75,39.4,29,864,2.4943,0.819,0.979041916,5.050898204,2.586826347
-121.79,39.48,39,408,3.3929,0.821,1.084337349,6.656626506,2.457831325
-120.46,38.15,16,1516,2.3816,1.16,1.120516499,6.055954089,2.175035868
-120.55,38.12,10,785,2.5,1.161,1.116838488,5.381443299,2.697594502
-120.56,38.09,34,1150,2.3654,0.949,1.138492872,5.590631365,2.342158859
-120.55,38.07,27,463,2.9063,0.922,1.125628141,6.025125628,2.326633166
-120.54,38.07,37,339,2.2875,0.799,1.057142857,5.257142857,2.421428571
-120.67,37.97,9,2233,2.6528,1.33,1.586021505,8.010752688,2.401075269
-120.46,38.09,16,1777,3,1.226,1.162601626,6.110569106,2.889430894
-120.79,38.24,19,538,2.9821,0.904,1.236842105,5.278947368,2.831578947
-120.9,38.2,16,1319,2.0472,0.932,1.218631179,5.931558935,2.507604563
-120.88,38.16,8,1000,4.0109,1.259,1.063186813,5.574175824,2.747252747
-120.91,38.11,9,1800,3.636,1.331,1.137123746,5.994983278,3.010033445
-120.76,38.12,7,3175,3.8488,1.306,1.155156951,6.446636771,2.847533632
-120.65,38.28,21,1341,2.1382,1.04,1.247252747,5.668498168,2.456043956
-120.72,38.24,32,1061,2.5473,1.016,1.103658537,5.457317073,2.156504065
-120.67,38.19,17,1387,2.0417,0.926,1.083333333,5.260638298,2.459219858
-120.57,38.2,13,1796,2.6417,1.223,1.199716714,5.821529745,2.543909348
-120.43,38.25,13,311,2.4583,1.125,1.288,6.104,2.488
-120.56,38.39,20,563,2.6667,0.866,1.29535865,5.594936709,2.375527426
-120.54,38.41,21,668,2.5667,0.774,1.101123596,5.374531835,2.501872659
-120.42,38.42,18,999,2.7344,0.919,1.613138686,7.085158151,2.430656934
-120.41,38.33,17,529,3.024,1.009,1.495575221,6.473451327,2.340707965
-120.55,38.31,18,592,1.625,0.947,1.356521739,6.134782609,2.573913043
-120.57,38.35,17,661,2.2604,0.848,1.432,6.016,2.644
-120.36,38.21,10,1480,2.8208,1.399,1.387520525,7.060755337,2.430213465
-120.34,38.23,10,546,3.75,1.214,3.237668161,16.84753363,2.448430493
-120.33,38.26,13,252,4.4063,1.558,5.300970874,28.75728155,2.446601942
-120.34,38.25,17,997,2.9821,1.115,2.588235294,13.47303922,2.443627451
-120.37,38.23,13,924,2.6942,1.235,2.164490862,11.49086162,2.412532637
-120.37,38.25,13,1149,2.5352,1.137,1.864923747,9.793028322,2.503267974
-120.27,38.29,10,298,3.3542,1.038,5.60483871,28.11290323,2.403225806
-120.27,38.31,13,267,3.075,1.083,6.824742268,33.98969072,2.75257732
-120.19,38.42,11,82,3.125,0.775,11.18181818,47.51515152,2.484848485
-121.91,39.03,48,657,2.7841,0.658,1.095477387,5.507537688,3.301507538
-122,38.99,39,815,2.9489,0.675,1.129370629,5.412587413,2.84965035
-122.13,39,23,2435,2.2754,0.592,1.036144578,5.129852744,3.259705489
-121.99,39.15,17,3266,2.7137,0.72,1.054290718,5.639229422,2.859894921
-122.04,39.22,27,670,3.2625,0.928,1.049822064,5.145907473,2.384341637
-122.08,39.25,52,120,3.017,1.125,0.844444444,4.977777778,2.666666667
-122.33,39.1,10,154,2.25,0.75,1.265306122,5.428571429,3.142857143
-122.2,39.15,33,434,3.125,1.08,1.183673469,7.238095238,2.952380952
-122.09,39.13,28,2587,2.331,0.655,1.104938272,5.14691358,3.19382716
-122.05,39.34,44,494,2.875,0.615,1.314285714,6.08,2.822857143
-122.17,39.31,35,1395,2.5625,0.627,1.159663866,5.863445378,2.930672269
-122.51,39.3,19,551,1.7463,0.688,1.803738318,7.612149533,2.574766355
